name,price,type,description,features_result,i_features_result,o_features_result
"135 Orange Street, Nantucket, MA 02554","
            
                USD $1,595,000 
            
            ",Other,direction::Direction: n/a||,"Property Type::
                        Other
                    ||Land Size::
                
                    1,254.53
                    
                        m||Architecture Style::Other||Provider::
                Fisher Real Estate
            ||County::
                Nantucket
            ||Parcel ID::
                55 285
            ||Neighbourhoods::Nantucket||Address::135 Orange Street, Nantucket, MA 02554||",,
"16 Cathcart Road, Nantucket, MA 02554","
            
                USD $10,950,000 
            
            ",House,"desc::This stunning Monomoy home was completely renovated in 2015 and offers magnificent, sweeping views across the Harbor to Town, Brant Point, and Coatue. Immaculately maintained gardens accentuate the large yard with ample room for a pool. Located a short walk from Cathcart beach. Room for expansion or a second dwelling. This home is part of the Shimmo Pond Association which gives deeded harbor access from a private beach.||","Property Type::
                        House
                    ||Land Size::
                
                    4,006.80
                    
                        m||Year Built::
                1978
            ||Rooms::5 bedrooms/5 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Great Point Properties
            ||Parcel ID::
                147
            ||Address::16 Cathcart Road, Nantucket, MA 02554||",Fire Place::True||,Basement::True||Barbecue area::True||Garden::True||Patio::True||Porch::True||
"10 York Street, Nantucket, MA 02554","
            
                USD $3,695,000 
            
            ",House,direction::Direction: 10 York Street||,"Property Type::
                        House
                    ||Land Size::
                
                    445.15
                    
                        m||Year Built::
                2022
            ||Car Spaces::2||House Size::
                    
                        326.65
                        
                            m||Rooms::5 bedrooms/5 bathrooms/1  basement/||Architecture Style::Colonial||Num Floors::2.0||Provider::
                Craigville Realty Co
            ||County::
                Nantucket
            ||Parcel ID::
                5541-142
            ||Neighbourhoods::Nantucket||Address::10 York Street, Nantucket, MA 02554||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Patio::True||
"39 Union Street, Nantucket, MA 02554","
            
                USD $2,870,000 
            
            ",House,"desc::Enchanting three-bedroom home located on the corner of picturesque Flora Street and Union Street that has grown over the years from an original charming cottage to a thoughtfully inspired modern open-concept home designed to flow onto a wonderful, spacious and private sun-filled outdoor living spaces that are filled with mature plantings. This property is a moment's walk to Main Street and all that Nantucket Town has to offer. Successful rental history. Property offered subject to Seller completing ANR subdivision to create a secondary covenant lot fronting on Union Street (see sketch).||","Property Type::
                        House
                    ||Land Size::
                
                    297.85
                    
                        m||Year Built::
                1950
            ||Rooms::3 bedrooms/4 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Great Point Properties
            ||Parcel ID::
                92 (partial)
            ||Address::39 Union Street, Nantucket, MA 02554||",Fire Place::True||Floor Coverings::Carpet||,Basement::True||Deck::True||Garden::True||Patio::True||Skylight::True||
"17 Orange Street, Nantucket, MA 02554","
            
                USD $2,900,000 
            
            ",House,"desc::Located one block from Main Street, this coveted antique home with three finished floors is one of the residences consisting of the Folger Row Block Houses that were built in 1831. This six-bedroom home features a beautiful entryway with gracious main living areas featuring high ceilings and a generous scale that makes this home a special property. The outdoor areas include a sweet garden and off-street parking for one car. The is an ideal location for people seeking the charm and conveniences of in-town living.||","Property Type::
                        House
                    ||Land Size::
                
                    202.34
                    
                        m||Year Built::
                1831
            ||Rooms::6 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Great Point Properties
            ||Parcel ID::
                12
            ||Address::17 Orange Street, Nantucket, MA 02554||",Fire Place::True||Wet Bar::True||,Basement::True||Garden::True||
"38 Vestal Street, Nantucket, MA 02554","
            
                USD $2,850,000 
            
            ",House,"desc::A moment from upper Main Street you will find this three bedroom, two plus bathroom upside down Gambrel style house located on an elevated lot.  The site elevation captures island breezes, natural sunlight, and views to the south toward Maria Mitchell Observatory and to the north toward the Cliff area.  There is an attached two car garage and workshop that could easily be transformed into living space.  Plenty of room to add a pool and spa, as well as ground cover remaining for pool cabana and/or outbuildings.||","Property Type::
                        House
                    ||Land Size::
                
                    1,061.09
                    
                        m||Year Built::
                1981
            ||Rooms::3 bedrooms/4 bathrooms/1  basement/||Architecture Style::Other||Provider::
                O2554 LLC
            ||Parcel ID::
                50
            ||Address::38 Vestal Street, Nantucket, MA 02554||",Floor Coverings::Tile||,Basement::True||Deck::True||Garden::True||Patio::True||
"64 Hulbert Avenue, Nantucket, MA 02554","
            
                USD $12,750,000 
            
            ",House,"desc::In a prime Brant Point location, 64 Hulbert Avenue offers easy proximity to nearby beaches and Nantucket Town. The main house, guesthouse and garage have a classic early twentieth century style and charm. The property is situated on nearly one-half acre and has opportunity for expansion and subdivision.||","Property Type::
                        House
                    ||Land Size::
                
                    1,829.59
                    
                        m||Year Built::
                1923
            ||Rooms::8 bedrooms/8 bathrooms/||Architecture Style::Other||Provider::
                Great Point Properties
            ||Parcel ID::
                56
            ||Address::64 Hulbert Avenue, Nantucket, MA 02554||",Fire Place::True||Attic::True||Floor Coverings::Hardwood||,Deck::True||Garden::True||Patio::True||
"21 Central Avenue, South Hadley, MA","
            
                USD $23,773 
            
            ",Land,desc::Reference: GJSC-T39270. Located in South Hadley.||,"Property Type::
                        Land
                    ||House Size::
                    
                        1,052.19
                        
                            m||Rooms::1 bedroom/1 bathroom/||Address::21 Central Avenue, South Hadley, MA||",,
"0 Marine St, Springfield, MA 01101","
            
                USD $100,000 
            
            ",Land,desc::Four lots on an undeveloped section of Marine street. Recommend confirming land use and or development through the City of Springfield. There are approximately 15 lots total owned by various individuals on this same street adjacent to one another. Anyone with ambition could attempt to try and develop the area bringing an additional 15 homes to a very desirable section of Springfield.||,"Property Type::
                        Land
                    ||Land Size::
                
                    3,965.92
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::0 Marine St, Springfield, MA 01101||",,
"95 Tisquantum Road, Chatham, MA 02633","
            
                USD $7,500,000 
            
            ",Land,"direction::Direction: 95 Tisquantum, Chatham MA||","Property Type::
                        Land
                    ||Land Size::
                
                    4,046.86
                    
                        m||Architecture Style::Other||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15A2-3-F133
            ||Neighbourhoods::Chatham||Address::95 Tisquantum Road, Chatham, MA 02633||",,Water Front::True||
"95 Tisquantum Road, Chatham, MA 02633","
            
                USD $7,500,000 
            
            ",House,direction::Direction: Tisquantum to #95 on the left hand side.||,"Property Type::
                        House
                    ||Land Size::
                
                    4,046.86
                    
                        m||Year Built::
                1972
            ||House Size::
                    
                        126.26
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Cottage||Num Floors::1.0||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15A2-3-F133
            ||Neighbourhoods::Chatham||Address::95 Tisquantum Road, Chatham, MA 02633||",Roof Types::Composition Shingle||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||Water Front::True||
"0 Seagull Road, Chatham, MA 02633","
            
                USD $185,000 
            
            ",Land,direction::Direction: Morris Island Rd to Little Beach Rd use right of way path at the end of Little Beach Rd and take a left where the two paths intersect.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,815.76
                    
                        m||Architecture Style::Other||View Types::Water||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                16A-26A-H169
            ||Neighbourhoods::Chatham||Address::0 Seagull Road, Chatham, MA 02633||",,Water Front::True||
"115 Seagull Road, Chatham, MA 02633","
            
                USD $949,000 
            
            ",House,direction::Direction: Morris Island Rd to Little Beach Rd...go past the Marina onto Seagull Rd||,"Property Type::
                        House
                    ||Land Size::
                
                    971.25
                    
                        m||Year Built::
                1960
            ||House Size::
                    
                        127.46
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Ranch||Num Floors::1.0||View Types::Water||Provider::
                PETERSON REALTY INC
            ||County::
                Barnstable
            ||Parcel ID::
                15A-4-H20
            ||Neighbourhoods::Chatham||Address::115 Seagull Road, Chatham, MA 02633||",Sprinkler System::True||Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Deck::True||Garden::True||Water Front::True||
"52 Tisquantum Road, Chatham, MA 02633","
            
                USD $6,995,000 
            
            ",House,direction::Direction: Morris island road  towards Morris Island...look for mailbox with 52 on right. No sign...at end of street||,"Property Type::
                        House
                    ||Land Size::
                
                    9,267.31
                    
                        m||Year Built::
                2015
            ||House Size::
                    
                        461.45
                        
                            m||Rooms::4 bedrooms/5 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::3.0||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                14A2-6B-N158
            ||Neighbourhoods::Chatham||Address::52 Tisquantum Road, Chatham, MA 02633||",Fire Place::True||Wet Bar::True||Roof Types::Composition Shingle||,Basement::True||Deck::True||Porch::True||
"181 Morris Island Road, Chatham, MA 02633","
            
                USD $1,725,000 
            
            ",House,direction::Direction: Main Street to Morris Island Road. Home on left after turn. On the corner of Clam Shell Drive and Morris Island Road.||,"Property Type::
                        House
                    ||Land Size::
                
                    404.69
                    
                        m||Year Built::
                1953
            ||House Size::
                    
                        145.30
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1 livingroom/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Chatham Properties Group
            ||County::
                Barnstable
            ||Parcel ID::
                16A-31-H73
            ||Neighbourhoods::Chatham||Address::181 Morris Island Road, Chatham, MA 02633||",Fire Place::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Deck::True||Lawn::True||
"6 Farmers Road, Edgartown, MA 02539","
            
                USD $1,695,000 
            
            ",Land,"direction::Direction: Follow Crocker to Muskoday Lane on right after Field Club homes. Continue until the end of the road, take left. The vacant parcel is on your left across from Waller Farm.||","Property Type::
                        Land
                    ||Land Size::
                
                    2,144.84
                    
                        m||Architecture Style::Other||Provider::
                Sandpiper Realty, Inc.
            ||County::
                Dukes
            ||Parcel ID::
                36-97-6
            ||Address::6 Farmers Road, Edgartown, MA 02539||",,
"10 Puwal Lane, Edgartown, MA 02539","
            
                USD $6,395,000 
            
            ",House,"direction::Direction: Edgartown towards South Beach along Katama Road.  Puwal Lane is on the right just before the Field Club. Turn right onto Puwal Lane, drive past the first two homes on the right.  Take a right turn aft||","Property Type::
                        House
                    ||Land Size::
                
                    2,144.84
                    
                        m||Year Built::
                2021
            ||Car Spaces::4||House Size::
                    
                        474.18
                        
                            m||Rooms::5 bedrooms/7 bathrooms/1 livingroom/1  basement/||Architecture Style::Colonial||Num Floors::2.0||Provider::
                Alisan Lohan-Conway Properties
            ||County::
                Dukes
            ||Parcel ID::
                36-158-2
            ||Address::10 Puwal Lane, Edgartown, MA 02539||",Sprinkler System::True||Fire Place::True||Wet Bar::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||Garden::True||Lawn::True||Patio::True||Porch::True||Pool::True||
"10 Puwal Lane, Edgartown, MA 02539","
            
                USD $6,395,000 
            
            ",House,"desc::KATAMA COMPOUND WITH POOL - COMPLETED - READY FOR SUMMER 2022!! - In an area of finer homes, within biking distance of South Beach and Downtown Edgartown, and just a stone's throw from The Field Club.  This Five (5) Bedroom, Seven Bathroom (5 full, 2 half) Compound is situated on over half an acre of land.  One of only 4 lots in a small private Enclave.  MAIN HOUSE - 4,716sq.ft. - Front Porch with maghony decking, columns and Board and Batten Detail.  Front entrance hall leads to an expansive open living with views of a 32’ x 16’ GUNITE, SALTWATER, HEATED Pool.  Glass doors from Living Room open onto 48’ mahogany deck.  Living Room with fireplace and hard wood floors leads to a huge dining room and kitchen with glass doors from dining room into a 26ft. long Screened Porch with wainscoting detail.  Elegant custom Kitchen with Quartz counters, 4’6” x 11’ Center Island, Custom Cabinetry with a mix of solid and glass fronted cabinets, Stainless Viking® Appliances, including Double Wall Ovens, 48"" Refrigerator, Beverage Cooler, Walk in Pantry with second refrigerator and Mud Room leading to separate laundry (1 of 2).  Ground Floor Primary Suite features Private bathroom with Separate Tub, Enclosed Shower, Double Vanity, Custom Tile and Glass and walk in closet with custom shelving.  Oak Floors throughout with glass doors from bedroom onto mahogany deck.  UPSTAIRS:  Three more Suites, each bedroom with a private bathroom, custom tile and glass.  Separate Media Room with wainscoting.  Second Laundry Room.  Hardwood Floors throughout.  SECOND STRUCTURE:  Detached Bedroom with private bathroom and walk in closet.  Framed for future expansion to accommodate living room and kitchen.  Screened Porch. Outdoor Shower. Central A/C, Marvin Windows and Doors, Low Maintenance Exterior, Custom Fencing, Landcaping with irrigation system.  EASY TO SHOW.  Road Association Fee - $800.00 Annually.  (Days on market reflect construction period.)||","Property Type::
                        House
                    ||Land Size::
                
                    2,137.15
                    
                        m||Year Built::
                2021
            ||Rooms::5 bedrooms/7 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Alisan Lohan-Conway Properties
            ||Address::10 Puwal Lane, Edgartown, MA 02539||",Fire Place::True||Floor Coverings::Hardwood||,Basement::True||Deck::True||Porch::True||Pool::True||
"456 Main Street, Chatham, MA 02633","
            
                USD $1,800,000 
            
            ",Other,"direction::Direction: On Rte. 28, head east past the downtown rotary. 456 Main Street will be on the left past Chatham Bars Avenue. Buffy's Ice Cream / Struna Galleries.||","Property Type::
                        Other
                    ||Land Size::
                
                    526.09
                    
                        m||Year Built::
                1954
            ||House Size::
                    
                        72.56
                        
                            m||Architecture Style::Other||Num Floors::1.0||Provider::
                Chatham Properties Group
            ||County::
                Barnstable
            ||Parcel ID::
                15D-49-90
            ||Neighbourhoods::Chatham||Address::456 Main Street, Chatham, MA 02633||",Disabled Access::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Exterior Types::Stucco||
"26 Cross Street, Chatham, MA 02633","
            
                USD $3,795,000 
            
            ",House,"direction::Direction: At the Chatham Rotary, continue straight on Main Street. Take a Right on Cross Street and driveway on your right.||","Property Type::
                        House
                    ||Year Built::
                2017
            ||House Size::
                    
                        384.25
                        
                            m||Rooms::4 bedrooms/5 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15D-4-X26
            ||Neighbourhoods::Chatham||Address::26 Cross Street, Chatham, MA 02633||",Sprinkler System::True||Fire Place::True||Wet Bar::True||Roof Types::Asphalt||Floor Coverings::Wood||,Basement::True||Deck::True||Lawn::True||Porch::True||
"148 Cross Street, Chatham, MA 02633","
            
                USD $2,300,000 
            
            ",House,direction::Direction: Main Street to Cross Street. Long driveway to parking in rear.||,"Property Type::
                        House
                    ||Land Size::
                
                    1,780.62
                    
                        m||Year Built::
                1995
            ||House Size::
                    
                        459.87
                        
                            m||Rooms::5 bedrooms/5 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Robert Paul Properties, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                14D-25D-D6
            ||Neighbourhoods::Chatham||Address::148 Cross Street, Chatham, MA 02633||",Sprinkler System::True||Fire Place::True||Wet Bar::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Porch::True||
"584 Main Street, Chatham, MA 02633","
            
                USD $2,400,000 
            
            ",House,direction::Direction: Main Street to #584.  See Realtor Signs.||,"Property Type::
                        House
                    ||Land Size::
                
                    323.75
                    
                        m||Year Built::
                1888
            ||House Size::
                    
                        216.28
                        
                            m||Rooms::1 bathroom/||Architecture Style::Other||Num Floors::2.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                15D-17-106
            ||Neighbourhoods::Chatham||Address::584 Main Street, Chatham, MA 02633||",Roof Types::Asphalt||Floor Coverings::Carpet||,Lawn::True||
"584 Main Street, Chatham, MA 02633","
            
                USD $2,400,000 
            
            ",Other,direction::Direction: Main Street Chatham to #584.  See Realtor signs in window.||,"Property Type::
                        Other
                    ||Land Size::
                
                    323.75
                    
                        m||Year Built::
                1888
            ||House Size::
                    
                        216.28
                        
                            m||Architecture Style::Other||Num Floors::1.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                15D-17-106
            ||Neighbourhoods::Chatham||Address::584 Main Street, Chatham, MA 02633||",Roof Types::Asphalt||Floor Coverings::Carpet||,
"53 Seaview Street, Chatham, MA 02633","
            
                USD $1,699,900 
            
            ",House,direction::Direction: Main Street to Seaview. Home on left.||,"Property Type::
                        House
                    ||Land Size::
                
                    1,537.81
                    
                        m||Year Built::
                1930
            ||House Size::
                    
                        234.49
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Chatham Properties Group
            ||County::
                Barnstable
            ||Parcel ID::
                15E-8-18A
            ||Neighbourhoods::Chatham||Address::53 Seaview Street, Chatham, MA 02633||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||
"593 Main Street, Chatham, MA 02633","
            
                USD $595,000 
            
            ",Apartment,"direction::Direction: Rt 28 to Main Street, turn by Carmine's  drive around behind The Bistro. Unit entrance in rear of building.||","Property Type::
                        Apartment
                    ||Year Built::
                1999
            ||Car Spaces::1||House Size::
                    
                        81.66
                        
                            m||Rooms::2 bedrooms/1 bathroom/1 livingroom/||Architecture Style::Other||Num Floors::1.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15D-15-X18
            ||Neighbourhoods::Chatham||Address::593 Main Street, Chatham, MA 02633||",Roof Types::Asphalt||Floor Coverings::Laminate||,Deck::True||
"500 Shore Road, Chatham, MA 02633","
            
                USD $7,800,000 
            
            ",House,direction::Direction: Shore Rd. to 500||,"Property Type::
                        House
                    ||Land Size::
                
                    3,682.64
                    
                        m||Year Built::
                1986
            ||Car Spaces::4||House Size::
                    
                        331.01
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                16G-3D-A5
            ||Neighbourhoods::Chatham||Address::500 Shore Road, Chatham, MA 02633||",Sprinkler System::True||Fire Place::True||Cable Ready::True||Wet Bar::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||Patio::True||Porch::True||Pool::True||Water Front::True||
"0 Cedar Street, Chatham, MA 02633","
            
                USD $899,000 
            
            ",Land,direction::Direction: Stage Harbor Rd to Cedar St.  Lot on left with real estate sign.||,"Property Type::
                        Land
                    ||Land Size::
                
                    1,416.40
                    
                        m||Architecture Style::Other||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                12B-2D-17D-0
            ||Neighbourhoods::Chatham||Address::0 Cedar Street, Chatham, MA 02633||",,
"75 Old Harbor Road, Chatham, MA 02633","
            
                USD $249,000 
            
            ",Other,"direction::Direction: North on Old Harbor Road, property is on the left before Depot Road.||","Property Type::
                        Other
                    ||Land Size::
                
                    2,509.05
                    
                        m||Year Built::
                1900
            ||Car Spaces::30||House Size::
                    
                        230.31
                        
                            m||Architecture Style::Other||Num Floors::1.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                14E-56-35
            ||Neighbourhoods::Chatham||Address::75 Old Harbor Road, Chatham, MA 02633||",Roof Types::Composition Shingle||Floor Coverings::Tile||,
"201 Old Harbor Road, Chatham, MA 02633","
            
                USD $949,000 
            
            ",House,direction::Direction: From the Rotary head north on Old Harbor and property is on left.||,"Property Type::
                        House
                    ||Land Size::
                
                    3,237.49
                    
                        m||Year Built::
                1770
            ||House Size::
                    
                        153.01
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                RE/MAX SPECTRUM
            ||Franchise::
                RE/MAX International
            ||County::
                Barnstable
            ||Parcel ID::
                15F-6-62A
            ||Neighbourhoods::Chatham||Address::201 Old Harbor Road, Chatham, MA 02633||",Fire Place::True||Roof Types::Composition Shingle||Floor Coverings::Wood||,Basement::True||Garden::True||Lawn::True||
"2 Squibnocket Road, Chilmark, MA 02535","
            
                USD $15,000,000 
            
            ",House,direction::Direction: State Road to Squibnocket Road on your left. #2 is the first house on the left.||,"Property Type::
                        House
                    ||Land Size::
                
                    18,210.87
                    
                        m||Year Built::
                2008
            ||House Size::
                    
                        437.20
                        
                            m||Rooms::6 bedrooms/6 bathrooms/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Wallace & Co. Sotheby's Int'l.
            ||County::
                Dukes
            ||Parcel ID::
                33-76-1
            ||Address::2 Squibnocket Road, Chilmark, MA 02535||",Fire Place::True||Floor Coverings::Hardwood||,Garden::True||Patio::True||Pool::True||
"11 North Neck Road, Edgartown, MA 02539","
            
                USD $3,800,000 
            
            ",House,direction::Direction: Chappaquiddick Road to North Neck Road. Past the golf course and around the ''S'' curve. 4th Driveway on the left.||,"Property Type::
                        House
                    ||Land Size::
                
                    4,856.23
                    
                        m||Year Built::
                1979
            ||Car Spaces::6||House Size::
                    
                        243.41
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Contemporary||Num Floors::3.0||View Types::Water||Provider::
                Portfolio Real Estate Inc.
            ||County::
                Dukes
            ||Parcel ID::
                18-6
            ||Address::11 North Neck Road, Edgartown, MA 02539||",Floor Coverings::Carpet||,Basement::True||Deck::True||Water Front::True||
"364 Old Harbor Road, Chatham, MA 02633","
            
                USD $4,695,000 
            
            ",House,"direction::Direction: From Main Street rotary, follow Old Harbor Road and the property is on the right before you reach the Old Harbor Road/Rt.28 intersection.||","Property Type::
                        House
                    ||Land Size::
                
                    1,902.02
                    
                        m||Year Built::
                1839
            ||House Size::
                    
                        397.53
                        
                            m||Rooms::7 bedrooms/8 bathrooms/1 livingroom/1  basement/||Architecture Style::Greek Revival||Num Floors::2.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15G-8-29
            ||Neighbourhoods::Chatham||Address::364 Old Harbor Road, Chatham, MA 02633||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Tile||,Basement::True||Garden::True||Lawn::True||Patio::True||Porch::True||
"689 Old Harbor Road, North Chatham, MA 02650","
            
                USD $2,100,000 
            
            ",House,"direction::Direction: From Rotary in Chatham center, north on Old Harbor Rd through traffic light to #689 driveway on left.||","Property Type::
                        House
                    ||Land Size::
                
                    6,151.23
                    
                        m||Year Built::
                2001
            ||Car Spaces::4||House Size::
                    
                        227.52
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                15I-14B-5B
            ||Neighbourhoods::Chatham||Address::689 Old Harbor Road, North Chatham, MA 02650||",Sprinkler System::True||Fire Place::True||Attic::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Patio::True||Porch::True||
"912 Main Street, Chatham, MA 02633","
            
                USD $415,000 
            
            ",Apartment,"direction::Direction: Rt. 28, Main Street to #912 (directly across Rt. 28  from Del Mar Restaurant)||","Property Type::
                        Apartment
                    ||Year Built::
                1999
            ||House Size::
                    
                        109.35
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Num Floors::1.0||Provider::
                Robert Paul Properties, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                13F-64CJ-X310
            ||Neighbourhoods::Chatham||Address::912 Main Street, Chatham, MA 02633||",Roof Types::Asphalt||Floor Coverings::Carpet||,Deck::True||
"912 Main Street, Chatham, MA 02633","
            
                USD $325,000 
            
            ",Apartment,direction::Direction: From downtown Chatham head west on Rt. 28.  Park Place is on the right across from Del Mar.||,"Property Type::
                        Apartment
                    ||Year Built::
                1999
            ||Car Spaces::1||House Size::
                    
                        93.92
                        
                            m||Rooms::2 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                13F-64BM-X213
            ||Neighbourhoods::Chatham||Address::912 Main Street, Chatham, MA 02633||",Floor Coverings::Carpet||,
"35 whistler Lane, Chatham, MA 02633","
            
                USD $2,999,000 
            
            ",House,direction::Direction: Old Harbor Road to end. Right on Scatteree Road. Whistler Lane is on the left just after Cotchpinicut. Number 35 is on the left down a long driveway.||,"Property Type::
                        House
                    ||Land Size::
                
                    1,456.87
                    
                        m||Year Built::
                2002
            ||House Size::
                    
                        214.98
                        
                            m||Rooms::3 bedrooms/4 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                16J-31-LC9
            ||Neighbourhoods::Chatham||Address::35 whistler Lane, Chatham, MA 02633||",Sprinkler System::True||Fire Place::True||Roof Types::Composition Shingle||Floor Coverings::Tile||,Basement::True||Deck::True||Lawn::True||Porch::True||
"989 Main Street, Chatham, MA 02633","
            
                USD $824,900 
            
            ",House,"direction::Direction: 989 Main Street, next to Aqway Garden Center||","Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                1930
            ||Car Spaces::3||House Size::
                    
                        173.54
                        
                            m||Rooms::4 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::3.0||Provider::
                Foran Realty, Co., Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                12F-1-3
            ||Neighbourhoods::Chatham||Address::989 Main Street, Chatham, MA 02633||",Attic::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Wood||,Basement::True||Lawn::True||Patio::True||Porch::True||
"517 Stony Hill Road, North Chatham, MA 02650","
            
                USD $3,795,000 
            
            ",House,direction::Direction: Orleans Road (Rte 28) to Old Harbor Road.  Take a left at the end of Old Harbor Road and 517 Stony Hill will be on your right immediately after Cranberry Lane.||,"Property Type::
                        House
                    ||Land Size::
                
                    3,520.77
                    
                        m||Year Built::
                2022
            ||Car Spaces::5||House Size::
                    
                        542.28
                        
                            m||Rooms::4 bedrooms/7 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Gibson Sotheby's International Realty
            ||County::
                Barnstable
            ||Parcel ID::
                15I-13-21
            ||Neighbourhoods::Chatham||Address::517 Stony Hill Road, North Chatham, MA 02650||",Fire Place::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||Pool::True||
"108 Cotchpinicut Road, North Chatham, MA 02650","
            
                USD $18,800,000 
            
            ",House,direction::Direction: Cotchpinicut Road to #108||,"Property Type::
                        House
                    ||Land Size::
                
                    8,296.06
                    
                        m||Year Built::
                1940
            ||Car Spaces::20||House Size::
                    
                        668.90
                        
                            m||Rooms::7 bedrooms/6 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                16K-6-LA
            ||Neighbourhoods::Chatham||Address::108 Cotchpinicut Road, North Chatham, MA 02650||",Sprinkler System::True||Hot Tub Spa::True||Floor Coverings::Hardwood||,Basement::True||Garden::True||Lawn::True||Patio::True||Sports Count::True||Water Front::True||
